Date,Segment ID
"Jun 15, 2024, 1:51:03 AM",4549260
"Sep 18, 2019, 1:15:00 AM",2973761
"Sep 18, 2019, 1:14:36 AM",11842100
"Sep 1, 2019, 3:45:34 AM",1669691
"Jul 22, 2016, 12:22:31 AM",1747567
"Jun 25, 2016, 1:07:55 PM",626596
"Apr 12, 2015, 3:35:11 PM",1662879
