Date of Birth,Weight,Functional Threshold Power,Maximum Heartrate,Athlete Type,Measurement Preference,Date Preference,Chart Preference,Email Language,Pace Zone Time,Pace Zone Distance,Default Leaderboard View
"Sep 21, 1997",167.6 lb,305 W,193,Cyclist,Imperial,mm/dd/YYYY,Week,English (US),0:19:30,Five Kilometers,All
